YoB,%vote,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+
2,0.006999999999999999,93,26,10,19.3,22.2,20.8,61.4,285,616,32,82,1,31,1,25,0.133,0.166,0.153,0.318,-8.0
1,0.002,1,12,10,-0.9,2.5,0.8,55.4,1196,3703,297,843,8,273,11,136,0.228,0.255,0.275,0.529,50.0
1,0.002,36,16,16,38.4,34.4,36.4,56.7,1886,6652,926,1757,226,840,74,650,0.264,0.331,0.441,0.773,115.0
1,0.0,0,14,12,9.3,8.8,9.1,57.0,1139,3404,357,815,73,352,13,370,0.239,0.314,0.357,0.671,91.0
1,0.0,5,11,15,5.7,8.0,6.8,55.4,1326,3689,387,922,52,372,46,244,0.25,0.298,0.344,0.641,79.0
1,0.0,20,16,11,24.2,24.1,24.1,55.4,1195,3927,442,999,55,342,63,300,0.254,0.31,0.354,0.665,88.0
1,0.0,0,0,10,-1.4,-0.7,-1.0,53.4,393,661,79,153,14,90,6,54,0.231,0.288,0.334,0.622,75.0
1,0.0,0,0,10,0.3,1.4,0.9,44.2,574,1391,78,297,8,101,3,103,0.214,0.268,0.265,0.533,57.0
1,0.0,0,0,10,-1.2,0.9,-0.2,55.4,777,1420,164,336,8,112,38,139,0.237,0.306,0.305,0.611,71.0
1,0.0,0,0,10,-2.3,-0.4,-1.4,44.2,451,989,83,214,12,93,0,63,0.216,0.271,0.296,0.567,65.0
1,0.0,0,2,10,2.2,2.8,2.5,53.4,730,1721,167,400,36,163,22,142,0.232,0.292,0.351,0.643,86.0
1,0.0,3,4,10,2.2,4.5,3.3,53.4,866,2020,248,512,52,245,16,158,0.253,0.312,0.384,0.695,95.0
1,0.0,17,11,12,25.3,26.2,25.8,58.1,1130,3912,558,999,130,433,167,342,0.255,0.32,0.412,0.732,109.0
1,0.0,20,11,12,9.8,10.7,10.2,53.4,1397,5097,606,1315,219,721,41,302,0.258,0.301,0.432,0.733,105.0
1,0.0,0,0,10,5.4,6.1,5.7,44.2,556,1527,120,357,15,130,1,157,0.234,0.307,0.318,0.625,81.0
1,0.883,160,58,22,92.8,48.8,70.8,56.7,2834,10116,1622,3007,399,1582,137,1277,0.297,0.376,0.48,0.855,134.0
11,0.865,152,47,18,65.9,49.5,57.7,58.1,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140.0
12,0.597,83,32,18,43.8,33.6,38.7,53.4,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120.0
12,0.426,110,30,19,44.8,32.6,38.7,57.0,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94.0
10,0.418,163,32,19,49.5,37.1,43.3,57.0,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,94.0
3,0.379,104,29,14,39.6,29.5,34.5,55.4,1942,7588,1067,2134,20,458,586,552,0.281,0.33,0.331,0.661,88.0
13,0.348,112,41,15,64.3,44.5,54.4,58.1,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111.0
2,0.322,150,36,18,55.8,32.6,44.2,55.4,2599,10230,1335,2677,83,791,506,736,0.262,0.311,0.343,0.653,82.0
7,0.28800000000000003,89,22,12,38.3,32.4,35.3,56.7,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127.0
15,0.249,72,33,20,35.4,25.5,30.5,53.4,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116.0
4,0.21600000000000003,100,27,15,25.9,22.1,24.0,55.4,1833,6913,950,2092,87,671,68,594,0.303,0.357,0.408,0.765,108.0
14,0.13,77,24,15,31.4,28.5,30.0,53.4,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123.0
1,0.125,126,37,17,50.1,34.5,42.3,53.4,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133.0
15,0.11199999999999999,51,26,14,43.9,33.7,38.8,55.4,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98.0
3,0.086,71,16,17,36.6,26.1,31.3,57.0,2163,7755,769,2016,138,853,27,447,0.26,0.299,0.367,0.667,84.0
7,0.075,83,22,15,27.0,26.4,26.7,44.2,1625,5443,635,1491,168,775,10,376,0.274,0.321,0.427,0.748,107.0
1,0.039,88,41,15,70.5,53.8,62.2,55.8,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125.0
1,0.016,50,29,17,52.0,33.6,42.8,53.4,2089,6705,1045,1820,377,1104,43,1043,0.271,0.374,0.488,0.862,139.0
1,0.013000000000000001,53,20,15,23.0,23.4,23.2,58.1,1667,5789,780,1777,31,427,156,311,0.307,0.345,0.381,0.726,105.0
1,0.008,46,20,17,42.3,33.8,38.0,56.7,2082,7339,985,2101,206,852,107,423,0.286,0.328,0.433,0.761,113.0
1,0.005,33,13,10,7.5,11.8,9.6,61.4,295,546,42,94,1,37,0,11,0.172,0.188,0.201,0.389,11.0
1,0.003,2,1,12,1.6,4.8,3.2,55.4,936,3055,396,767,7,162,126,250,0.251,0.308,0.303,0.611,73.0
1,0.003,14,13,13,13.0,12.5,12.8,58.1,1421,3974,518,1002,159,560,17,491,0.252,0.335,0.426,0.76,108.0
1,0.0,0,6,11,13.9,14.4,14.1,53.4,997,3307,391,864,116,445,40,263,0.261,0.326,0.414,0.74,115.0
1,0.0,0,0,11,-1.2,1.1,0.0,44.2,636,1920,146,370,28,161,4,152,0.193,0.252,0.28,0.532,51.0
1,0.0,3,1,13,6.3,6.5,6.4,44.2,740,1950,132,458,18,169,3,241,0.235,0.319,0.309,0.628,78.0
1,0.0,0,13,11,14.6,14.1,14.4,55.8,1128,3555,436,869,57,323,43,516,0.244,0.341,0.344,0.686,99.0
1,0.0,0,13,12,6.9,8.8,7.8,55.4,1129,3449,331,803,47,254,22,317,0.233,0.3,0.313,0.612,76.0
1,0.0,3,0,10,1.3,4.3,2.8,44.2,859,2786,214,627,50,252,2,101,0.225,0.252,0.319,0.571,65.0
1,0.0,0,8,11,12.8,12.5,12.7,44.2,843,2422,263,580,100,310,6,338,0.239,0.34,0.401,0.741,112.0
1,0.0,0,0,12,-0.3,1.9,0.8,44.2,551,1462,117,320,26,148,3,96,0.219,0.267,0.317,0.584,62.0
1,0.0,0,0,10,1.7,3.3,2.5,44.2,393,1049,54,237,9,66,3,87,0.226,0.287,0.287,0.574,65.0
1,0.0,0,3,10,0.7,2.0,1.4,53.4,564,1306,126,308,33,123,20,44,0.236,0.265,0.366,0.631,78.0
