Steroids,Name,YoB,Votes,%vote,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+
0,Fred McGriff,2,104,0.179,100,48,19,52.6,36,44.3,2460,8757,1349,2490,493,1550,72,1305,0.284,0.377,0.509,0.886,134
0,X-Dave Parker,15,89,0.153,125,42,19,40.1,37.4,38.7,2466,9358,1272,2712,339,1493,154,683,0.29,0.339,0.471,0.81,121
0,Don Mattingly,11,79,0.136,134,34,14,42.4,35.7,39.1,1785,7003,1007,2153,222,1099,14,588,0.307,0.358,0.471,0.83,127
0,Dale Murphy,13,73,0.126,116,34,18,46.5,41.2,43.9,2180,7960,1197,2111,398,1266,161,986,0.265,0.346,0.469,0.815,121
1,Rafael Palmeiro,1,64,0.11,178,57,20,71.9,38.9,55.4,2831,10472,1663,3020,569,1835,97,1353,0.288,0.371,0.515,0.885,132
0,Juan Gonzalez,1,30,0.052,123,40,17,38.7,29.2,33.9,1689,6556,1061,1936,434,1404,26,457,0.295,0.343,0.561,0.904,132
0,X-Harold Baines HOF,5,28,0.048,67,44,22,38.7,21.4,30.1,2830,9908,1299,2866,384,1628,34,1062,0.289,0.356,0.465,0.82,121
0,X-Tino Martinez,1,6,0.01,41,26,16,29,21.8,25.4,2023,7111,1009,1925,339,1271,27,780,0.271,0.344,0.471,0.815,112
0,X-John Olerud,1,4,0.007,68,39,17,58.2,39,48.6,2234,7592,1139,2239,255,1230,11,1275,0.295,0.398,0.465,0.863,129
0,X-Marquis Grissom,1,4,0.007,48,26,17,29.6,27.5,28.5,2165,8275,1187,2251,227,967,429,553,0.272,0.318,0.415,0.732,92
0,X-B.J. Surhoff,1,2,0.003,30,27,19,34.4,22.4,28.4,2313,8258,1062,2326,188,1153,141,640,0.282,0.332,0.413,0.745,98
0,X-Benito Santiago,1,1,0.002,94,30,20,27.3,18.5,22.9,1978,6951,755,1830,217,920,91,430,0.263,0.307,0.415,0.722,93
0,X-Bret Boone,1,1,0.002,63,27,14,22.8,25.1,24,1780,6683,927,1775,252,1021,94,552,0.266,0.325,0.442,0.767,101
0,X-Raul Mondesi,1,0,0,21,20,13,29.5,25.6,27.5,1525,5814,909,1589,271,860,229,475,0.273,0.331,0.485,0.815,113
0,X-Carlos Baerga,1,0,0,45,19,14,19.6,22,20.8,1630,5439,731,1583,134,774,59,291,0.291,0.332,0.423,0.754,100
0,X-Bobby Higginson,1,0,0,19,19,11,23.1,21.5,22.3,1362,4910,736,1336,187,709,91,649,0.272,0.358,0.455,0.813,113
0,X-Charles Johnson,1,0,0,25,28,12,22.6,20.4,21.5,1188,3836,465,940,167,570,6,475,0.245,0.33,0.433,0.762,97
0,X-Lenny Harris,1,0,0,8,9,18,1.7,7.1,4.4,1903,3924,460,1055,37,369,131,279,0.269,0.318,0.349,0.667,80
0,Rickey Henderson,1,511,0.948,181,53,25,111.2,57.6,84.4,3081,10961,2295,3055,297,1115,1406,2190,0.279,0.401,0.419,0.82,127
0,Jim Ric,15,412,0.764,147,43,16,47.7,36.4,42.1,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128
0,Andre Dawson HOF,8,361,0.67,118,44,21,64.8,42.7,53.7,2627,9927,1373,2774,438,1591,314,589,0.279,0.323,0.482,0.806,119
0,Tim Raines HOF,2,122,0.226,91,47,23,69.4,42.4,55.9,2502,8872,1571,2605,170,980,808,1330,0.294,0.385,0.425,0.81,123
1,Mark McGwire,3,118,0.219,170,42,16,62.2,41.9,52,1874,6187,1167,1626,583,1414,12,1317,0.263,0.394,0.588,0.982,163
0,Alan Trammell HOF,8,94,0.174,119,40,20,70.7,44.8,57.8,2293,8288,1231,2365,185,1003,236,850,0.285,0.352,0.415,0.767,110
0,Dave Parker,13,81,0.15,125,42,19,40.1,37.4,38.7,2466,9358,1272,2712,339,1493,154,683,0.29,0.339,0.471,0.81,121
0,Don Mattingly,9,64,0.119,134,34,14,42.4,35.7,39.1,1785,7003,1007,2153,222,1099,14,588,0.307,0.358,0.471,0.83,127
0,Dale Murphy,11,62,0.115,116,34,18,46.5,41.2,43.9,2180,7960,1197,2111,398,1266,161,986,0.265,0.346,0.469,0.815,121
0,Harold Baines HOF,3,32,0.059,67,44,22,38.7,21.4,30.1,2830,9908,1299,2866,384,1628,34,1062,0.289,0.356,0.465,0.82,121
0,X-Mark Grace,1,22,0.041,61,38,16,46.4,29.7,38,2245,8065,1179,2445,173,1146,70,1075,0.303,0.383,0.442,0.825,119
0,X-Matt Williams,1,7,0.013,70,29,17,46.6,34,40.3,1866,7000,997,1878,378,1218,53,469,0.268,0.317,0.489,0.805,113
0,X-Mo Vaughn,1,6,0.011,87,30,12,27.2,27.1,27.1,1512,5532,861,1620,328,1064,30,725,0.293,0.383,0.523,0.906,132
0,X-Jay Bel,1,2,0.004,31,30,18,37.2,31.6,34.4,2063,7398,1123,1963,195,860,91,853,0.265,0.343,0.416,0.759,101
0,X-Ron Gan,1,0,0,44,26,16,34.1,26.5,30.3,1832,6449,1080,1651,321,1008,243,770,0.256,0.336,0.468,0.803,112
0,X-Greg Vaughn,1,0,0,51,25,15,30.8,27.5,29.1,1731,6103,1017,1475,355,1072,121,865,0.242,0.337,0.47,0.807,113
0,Cal Ripken Jr.,1,537,0.985,236,58,21,95.9,56.3,76.1,3001,11551,1647,3184,431,1695,36,1129,0.276,0.34,0.447,0.788,112
0,Tony Gwynn,1,532,0.976,279,54,20,69.2,41.3,55.2,2440,9288,1383,3141,135,1138,319,790,0.338,0.388,0.459,0.847,132
0,Jim Rice HO,13,346,0.635,147,43,16,47.7,36.4,42.1,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128
0,Andre Dawson HOF,6,309,0.567,118,44,21,64.8,42.7,53.7,2627,9927,1373,2774,438,1591,314,589,0.279,0.323,0.482,0.806,119
1,Mark McGwire,1,128,0.235,170,42,16,62.2,41.9,52,1874,6187,1167,1626,583,1414,12,1317,0.263,0.394,0.588,0.982,163
0,X-Steve Garvey,15,115,0.211,131,32,19,38.1,28.8,33.4,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117
0,Dave Concepcion,14,74,0.136,107,29,19,40.1,29.9,35,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88
0,Alan Trammell HOF,6,73,0.134,119,40,20,70.7,44.8,57.8,2293,8288,1231,2365,185,1003,236,850,0.285,0.352,0.415,0.767,110
0,Dave Parker,11,62,0.114,125,42,19,40.1,37.4,38.7,2466,9358,1272,2712,339,1493,154,683,0.29,0.339,0.471,0.81,121
0,Don Mattingly,7,54,0.099,134,34,14,42.4,35.7,39.1,1785,7003,1007,2153,222,1099,14,588,0.307,0.358,0.471,0.83,127
0,Dale Murphy,9,50,0.092,116,34,18,46.5,41.2,43.9,2180,7960,1197,2111,398,1266,161,986,0.265,0.346,0.469,0.815,121
0,Harold Baines HOF,1,29,0.053,67,44,22,38.7,21.4,30.1,2830,9908,1299,2866,384,1628,34,1062,0.289,0.356,0.465,0.82,121
0,X-Albert Belle,2,19,0.035,135,36,12,40.1,36,38.1,1539,5853,974,1726,381,1239,88,683,0.295,0.369,0.564,0.933,144
0,X-Paul O'Neill,1,12,0.022,71,37,17,38.9,27.4,33.2,2053,7318,1041,2105,281,1269,141,892,0.288,0.363,0.47,0.833,120
1,X-Jose Canseco,1,6,0.011,103,39,17,42.5,29.7,36.1,1887,7057,1186,1877,462,1407,200,906,0.266,0.353,0.515,0.867,132
0,X-Tony Fernandez,1,4,0.007,75,32,17,45.3,30.5,37.9,2158,7911,1057,2276,94,844,246,690,0.288,0.347,0.399,0.746,101
0,X-Dante Bichette,1,3,0.006,82,31,14,5.7,8.1,6.9,1704,6381,934,1906,274,1141,152,355,0.299,0.336,0.499,0.835,107
0,X-Eric Davis,1,3,0.006,25,27,17,36.1,30.1,33.1,1626,5321,938,1430,282,934,349,740,0.269,0.359,0.482,0.841,125
0,X-Ken Caminiti,1,2,0.004,38,25,15,33.5,29.8,31.7,1760,6288,894,1710,239,983,88,727,0.272,0.347,0.447,0.794,116
0,X-Bobby Bonilla,1,2,0.004,65,32,16,30.3,27.4,28.9,2113,7213,1084,2010,287,1173,45,912,0.279,0.358,0.472,0.829,124
0,X-Jay Buhner,1,1,0.002,35,26,15,23,19.1,21,1472,5013,797,1273,310,965,6,792,0.254,0.359,0.494,0.852,124
0,X-Devon White,1,0,0,39,21,17,47.3,35.5,41.4,1941,7344,1125,1934,208,846,346,541,0.263,0.319,0.419,0.739,98
0,X-Scott Brosius,1,0,0,19,12,11,15.7,15.9,15.8,1146,3889,544,1001,141,531,57,348,0.257,0.323,0.422,0.744,94
0,X-Wally Joyner,1,0,0,28,25,16,35.8,23.6,29.7,2033,7127,973,2060,204,1106,60,833,0.289,0.362,0.44,0.802,117
0,Wade Boggs,1,474,0.919,268,58,18,91.4,56.4,73.9,2439,9180,1513,3010,118,1014,24,1412,0.328,0.415,0.443,0.858,131
0,Ryne Sandberg,3,393,0.762,158,43,16,68,47.1,57.5,2164,8385,1318,2386,282,1061,344,761,0.285,0.344,0.452,0.795,114
0,Jim Rice HO,11,307,0.595,147,43,16,47.7,36.4,42.1,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128
0,Andre Dawson HOF,4,270,0.523,118,44,21,64.8,42.7,53.7,2627,9927,1373,2774,438,1591,314,589,0.279,0.323,0.482,0.806,119
0,Steve Garvey,13,106,0.205,131,32,19,38.1,28.8,33.4,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117
0,Alan Trammell HOF,4,87,0.169,119,40,20,70.7,44.8,57.8,2293,8288,1231,2365,185,1003,236,850,0.285,0.352,0.415,0.767,110
0,Dave Parker,9,65,0.126,125,42,19,40.1,37.4,38.7,2466,9358,1272,2712,339,1493,154,683,0.29,0.339,0.471,0.81,121
0,Don Mattingly,5,59,0.114,134,34,14,42.4,35.7,39.1,1785,7003,1007,2153,222,1099,14,588,0.307,0.358,0.471,0.83,127
0,Dave Concepcion,12,55,0.107,107,29,19,40.1,29.9,35,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88
0,Dale Murphy,7,54,0.105,116,34,18,46.5,41.2,43.9,2180,7960,1197,2111,398,1266,161,986,0.265,0.346,0.469,0.815,121
0,Willie McGee,1,26,0.05,84,23,18,34.2,28.7,31.5,2201,7649,1010,2254,79,856,352,448,0.295,0.333,0.396,0.729,100
0,X-Darryl Strawberry,1,6,0.012,56,30,17,42.2,34.8,38.5,1583,5418,898,1401,335,1000,221,816,0.259,0.357,0.505,0.862,138
0,X-Chili Davis,1,3,0.006,30,39,19,38.2,24.7,31.5,2435,8673,1240,2380,350,1372,142,1194,0.274,0.36,0.451,0.811,121
0,X-Terry Steinbach,1,1,0.002,47,25,14,28,21.6,24.8,1546,5369,638,1453,162,745,23,418,0.271,0.326,0.42,0.746,102
0,X-Tony Phillips,1,1,0.002,27,32,18,50.9,34.1,42.5,2161,7617,1300,2023,160,819,177,1319,0.266,0.374,0.389,0.763,109
0,X-Otis Nixon,1,0,0,4,15,17,16.6,14.6,15.6,1709,5115,878,1379,11,318,620,585,0.27,0.343,0.314,0.658,77
0,Eddie Murray,1,423,0.853,155,56,21,68.7,39.1,53.9,3026,11336,1627,3255,504,1917,110,1333,0.287,0.359,0.476,0.836,129
0,Gary Carter,6,387,0.78,135,41,19,70.1,48.4,59.3,2296,7971,1025,2092,324,1225,39,848,0.262,0.335,0.439,0.773,115
0,Jim Rice HO,9,259,0.522,147,43,16,47.7,36.4,42.1,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128
0,Andre Dawson HOF,2,248,0.5,118,44,21,64.8,42.7,53.7,2627,9927,1373,2774,438,1591,314,589,0.279,0.323,0.482,0.806,119
0,Ryne Sandberg HOF,1,244,0.492,158,43,16,68,47.1,57.5,2164,8385,1318,2386,282,1061,344,761,0.285,0.344,0.452,0.795,114
0,Steve Garvey,11,138,0.278,131,32,19,38.1,28.8,33.4,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117
0,Alan Trammell HOF,2,70,0.141,119,40,20,70.7,44.8,57.8,2293,8288,1231,2365,185,1003,236,850,0.285,0.352,0.415,0.767,110
0,Don Mattingly,3,68,0.137,134,34,14,42.4,35.7,39.1,1785,7003,1007,2153,222,1099,14,588,0.307,0.358,0.471,0.83,127
0,Dale Murphy,5,58,0.117,116,34,18,46.5,41.2,43.9,2180,7960,1197,2111,398,1266,161,986,0.265,0.346,0.469,0.815,121
0,Dave Concepcion,10,55,0.111,107,29,19,40.1,29.9,35,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88
0,Dave Parker,7,51,0.103,125,42,19,40.1,37.4,38.7,2466,9358,1272,2712,339,1493,154,683,0.29,0.339,0.471,0.81,121
0,Keith Hernandez,8,30,0.06,86,32,17,60.4,41.3,50.8,2088,7370,1124,2182,162,1071,98,1070,0.296,0.384,0.436,0.821,128
0,X-Vince Coleman,1,3,0.006,27,13,13,12.5,13.2,12.9,1371,5406,849,1425,28,346,752,477,0.264,0.324,0.345,0.668,83
0,X-Tony Pen,1,2,0.004,98,23,18,24.7,24.7,24.7,1988,6489,667,1687,107,708,80,455,0.26,0.309,0.364,0.673,84
0,X-Brett Butler,1,2,0.004,54,36,17,49.7,35.4,42.6,2213,8180,1359,2375,54,578,558,1129,0.29,0.377,0.376,0.753,110
0,X-Danny Tartabull,1,1,0.002,31,26,14,23.3,20.5,21.9,1406,5011,756,1366,262,925,37,768,0.273,0.368,0.496,0.864,133
0,X-Darren Daulton,1,1,0.002,25,30,14,23,23.7,23.3,1161,3630,511,891,137,588,50,629,0.245,0.357,0.427,0.784,114
0,X-Mickey Tettleton,1,0,0,17,28,14,29.4,24.7,27.1,1485,4698,711,1132,245,732,23,949,0.241,0.369,0.449,0.818,122
0,Dave Winfield,1,435,0.845,148,56,22,64.2,37.9,51.1,2973,11003,1669,3110,465,1833,223,1216,0.283,0.353,0.475,0.827,130
0,Kirby Puckett,1,423,0.821,160,39,12,51.1,37.6,44.4,1783,7244,1071,2304,207,1085,134,450,0.318,0.36,0.477,0.837,124
0,Gary Carter HOF,4,334,0.649,135,41,19,70.1,48.4,59.3,2296,7971,1025,2092,324,1225,39,848,0.262,0.335,0.439,0.773,115
0,Jim Rice HO,7,298,0.579,147,43,16,47.7,36.4,42.1,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128
0,Steve Garvey,9,176,0.342,131,32,19,38.1,28.8,33.4,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117
0,Don Mattingly,1,145,0.282,134,34,14,42.4,35.7,39.1,1785,7003,1007,2153,222,1099,14,588,0.307,0.358,0.471,0.83,127
0,Dale Murphy,3,93,0.181,116,34,18,46.5,41.2,43.9,2180,7960,1197,2111,398,1266,161,986,0.265,0.346,0.469,0.815,121
0,Dave Parker,5,84,0.163,125,42,19,40.1,37.4,38.7,2466,9358,1272,2712,339,1493,154,683,0.29,0.339,0.471,0.81,121
0,Dave Concepcion,8,74,0.144,107,29,19,40.1,29.9,35,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88
0,Keith Hernandez,6,41,0.08,86,32,17,60.4,41.3,50.8,2088,7370,1124,2182,162,1071,98,1070,0.296,0.384,0.436,0.821,128
0,X-Lou Whitaker,1,15,0.029,93,43,19,75.1,37.9,56.5,2390,8570,1386,2369,244,1084,143,1197,0.276,0.363,0.426,0.789,117
0,X-Kirk Gibson,1,13,0.025,17,23,17,38.4,29.9,34.2,1635,5798,985,1553,255,870,284,718,0.268,0.352,0.463,0.815,123
0,X-Lance Parrish,1,9,0.017,107,32,19,39.5,28.4,34,1988,7067,856,1782,324,1070,28,612,0.252,0.313,0.44,0.753,106
0,X-John Kru,1,1,0.002,33,24,10,25.1,22.8,23.9,1200,3897,582,1170,100,592,58,649,0.3,0.397,0.446,0.842,134
0,X-Howard Johnson,1,0,0,41,21,14,22.2,23.1,22.6,1531,4940,760,1229,228,760,231,692,0.249,0.34,0.446,0.786,118
0,X-Andy Van Slyke,1,0,0,37,19,13,41.3,32.9,37.1,1658,5711,835,1562,164,792,245,667,0.274,0.349,0.443,0.792,119
0,George Brett,1,488,0.982,211,61,21,88.7,53.3,71,2707,10349,1583,3154,317,1596,201,1096,0.305,0.369,0.487,0.857,135
0,Robin Yount,1,385,0.775,132,52,20,77.3,47.3,62.3,2856,11008,1632,3142,251,1406,271,966,0.285,0.342,0.43,0.772,115
0,Carlton Fisk HO,1,330,0.664,121,49,24,68.5,37.6,53,2499,8756,1276,2356,376,1330,128,849,0.269,0.341,0.457,0.797,117
0,Tony Perez HOF,8,302,0.608,81,41,23,54,36.5,45.3,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122
0,Gary Carter HOF,2,168,0.338,135,41,19,70.1,48.4,59.3,2296,7971,1025,2092,324,1225,39,848,0.262,0.335,0.439,0.773,115
0,Steve Garvey,7,150,0.302,131,32,19,38.1,28.8,33.4,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117
0,Jim Rice HO,5,146,0.294,147,43,16,47.7,36.4,42.1,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128
0,Dale Murphy,1,96,0.193,116,34,18,46.5,41.2,43.9,2180,7960,1197,2111,398,1266,161,986,0.265,0.346,0.469,0.815,121
0,Dave Parker,3,80,0.161,125,42,19,40.1,37.4,38.7,2466,9358,1272,2712,339,1493,154,683,0.29,0.339,0.471,0.81,121
0,X-Minnie Minoso,15,73,0.147,87,35,17,50.5,39.9,45.2,1835,6579,1136,1963,186,1023,205,814,0.298,0.389,0.459,0.848,130
0,Dave Concepcion,6,59,0.119,107,29,19,40.1,29.9,35,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88
0,Keith Hernandez,4,34,0.068,86,32,17,60.4,41.3,50.8,2088,7370,1124,2182,162,1071,98,1070,0.296,0.384,0.436,0.821,128
0,Bob Boone,4,27,0.054,102,25,19,27.4,20.4,23.9,2264,7245,679,1838,105,826,38,663,0.254,0.315,0.346,0.661,82
0,X-Dwight Evans,3,18,0.036,70,44,20,67.1,37.3,52.2,2606,8996,1470,2446,385,1384,78,1391,0.272,0.37,0.47,0.84,127
0,X-George Bel,1,6,0.012,54,19,12,20,21.5,20.8,1587,6123,814,1702,265,1002,67,331,0.278,0.316,0.469,0.785,113
0,Tony Perez HOF,6,312,0.66,81,41,23,54,36.5,45.3,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122
0,Ron Santo HOF,14,186,0.393,88,41,15,70.5,53.8,62.2,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125
0,Jim Rice HO,3,178,0.376,147,43,16,47.7,36.4,42.1,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128
0,Steve Garvey,5,167,0.353,131,32,19,38.1,28.8,33.4,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117
0,X-Joe Torre HOF,15,105,0.222,96,40,18,57.6,37.2,47.4,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129
0,Minnie Minoso,13,84,0.178,87,35,17,50.5,39.9,45.2,1835,6579,1136,1963,186,1023,205,814,0.298,0.389,0.459,0.848,130
0,Dave Parker,1,83,0.175,125,42,19,40.1,37.4,38.7,2466,9358,1272,2712,339,1493,154,683,0.29,0.339,0.471,0.81,121
0,X-Dick Allen,14,79,0.167,99,39,15,58.7,45.9,52.3,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156
0,Dave Concepcion,4,60,0.127,107,29,19,40.1,29.9,35,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88
0,Keith Hernandez,2,45,0.095,86,32,17,60.4,41.3,50.8,2088,7370,1124,2182,162,1071,98,1070,0.296,0.384,0.436,0.821,128
0,Bob Boone,2,28,0.059,102,25,19,27.4,20.4,23.9,2264,7245,679,1838,105,826,38,663,0.254,0.315,0.346,0.661,82
0,Dwight Evans,1,28,0.059,70,44,20,67.1,37.3,52.2,2606,8996,1470,2446,385,1384,78,1391,0.272,0.37,0.47,0.84,127
0,X-Graig Nettles,4,22,0.047,63,31,22,68,42.4,55.2,2700,8986,1193,2225,390,1314,32,1088,0.248,0.329,0.421,0.75,110
0,X-Fred Lyn,2,22,0.047,85,33,17,50.2,38.4,44.3,1969,6925,1063,1960,306,1111,72,857,0.283,0.36,0.484,0.845,129
0,X-Ken Griffey,1,22,0.047,41,31,19,34.5,23.6,29.1,2097,7229,1129,2143,152,859,200,719,0.296,0.359,0.431,0.79,118
0,X-Bobby Bonds,11,20,0.042,66,36,14,57.9,41.1,49.5,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129
0,X-Rusty Staub,7,18,0.038,59,38,23,45.8,33.3,39.6,2951,9720,1189,2716,292,1466,47,1255,0.279,0.362,0.431,0.793,124
0,X-Garry Templeton,1,2,0.004,59,22,16,27.9,23.7,25.8,2079,7721,893,2096,70,728,242,375,0.271,0.304,0.369,0.673,87
0,X-Terry Kennedy,1,1,0.002,41,23,14,21.6,19.4,20.5,1491,4979,474,1313,113,628,6,365,0.264,0.314,0.386,0.699,96
0,X-Terry Puh,1,1,0.002,9,15,15,28.4,23.7,26.1,1531,4855,676,1361,62,435,217,505,0.28,0.349,0.388,0.737,112
0,Mike Schmidt,1,444,0.965,250,56,18,106.8,58.7,82.8,2404,8352,1506,2234,548,1595,174,1507,0.267,0.38,0.527,0.908,147
0,Tony Perez HOF,4,259,0.563,81,41,23,54,36.5,45.3,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122
0,Steve Garvey,3,196,0.426,131,32,19,38.1,28.8,33.4,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117
0,Tony Oliva,14,149,0.324,114,29,15,43.1,38.6,40.8,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131
0,Ron Santo HOF,12,139,0.302,88,41,15,70.5,53.8,62.2,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125
0,Jim Rice HO,1,137,0.298,147,43,16,47.7,36.4,42.1,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128
0,Dick Allen,12,72,0.157,99,39,15,58.7,45.9,52.3,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156
0,Minnie Minoso,11,66,0.143,87,35,17,50.5,39.9,45.2,1835,6579,1136,1963,186,1023,205,814,0.298,0.389,0.459,0.848,130
0,Curt Flood,14,59,0.128,59,16,15,41.9,32.8,37.3,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100
0,Joe Torre HOF,13,50,0.109,96,40,18,57.6,37.2,47.4,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129
0,Dave Concepcion,2,43,0.093,107,29,19,40.1,29.9,35,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88
0,Bobby Bonds,9,35,0.076,66,36,14,57.9,41.1,49.5,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129
0,Vada Pinson,14,32,0.07,95,36,18,54.3,40,47.2,2469,9645,1365,2757,256,1169,305,574,0.286,0.327,0.442,0.769,111
0,X-Thurman Munson,15,30,0.065,90,29,11,46.1,37,41.6,1423,5344,696,1558,113,701,48,438,0.292,0.346,0.41,0.756,116
0,Graig Nettles,2,28,0.061,63,31,22,68,42.4,55.2,2700,8986,1193,2225,390,1314,32,1088,0.248,0.329,0.421,0.75,110
0,Rusty Staub,5,23,0.05,59,38,23,45.8,33.3,39.6,2951,9720,1189,2716,292,1466,47,1255,0.279,0.362,0.431,0.793,124
0,X-George Foster,4,19,0.041,92,27,18,44.2,36.9,40.5,1977,7023,986,1925,348,1239,51,666,0.274,0.338,0.48,0.818,126
0,X-Don Baylor,2,12,0.026,44,30,19,28.5,21.7,25.1,2292,8198,1236,2135,338,1276,285,805,0.26,0.342,0.436,0.777,118
0,X-Darrell Evans,1,8,0.017,42,40,21,58.8,37.3,48.1,2687,8973,1344,2223,414,1354,98,1605,0.248,0.361,0.431,0.792,119
0,X-Buddy Bel,1,8,0.017,67,30,18,66.3,40.5,53.4,2405,8995,1151,2514,201,1106,55,836,0.279,0.341,0.406,0.747,109
0,X-Jim Sundberg,1,1,0.002,87,24,16,40.5,28.7,34.6,1962,6021,621,1493,95,624,20,699,0.248,0.327,0.348,0.674,90
0,X-Chris Speier,1,1,0.002,26,19,19,30.6,22.5,26.6,2260,7156,770,1759,112,720,42,847,0.246,0.327,0.349,0.676,88
0,X-Manny Trillo,1,0,0,23,12,17,11.3,10.3,10.8,1780,5950,598,1562,61,571,56,452,0.263,0.316,0.345,0.66,81
0,X-Greg Gross,1,0,0,13,16,17,12.5,13.4,12.9,1809,3745,449,1073,7,308,39,523,0.287,0.372,0.351,0.723,103
0,Reggie Jackson,1,396,0.936,171,54,21,74,46.8,60.4,2820,9864,1551,2584,563,1702,228,1375,0.262,0.356,0.49,0.846,139
0,Orlando Cepeda HOF,14,252,0.596,126,37,17,50.2,34.6,42.4,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133
0,Tony Perez HOF,2,233,0.551,81,41,23,54,36.5,45.3,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122
0,Steve Garvey,1,176,0.416,131,32,19,38.1,28.8,33.4,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117
0,Tony Oliva,12,157,0.371,114,29,15,43.1,38.6,40.8,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131
0,Ron Santo HOF,10,155,0.366,88,41,15,70.5,53.8,62.2,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125
0,Dick Allen,10,70,0.165,99,39,15,58.7,45.9,52.3,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156
0,Ken Boyer,14,69,0.163,87,36,15,62.8,46.3,54.6,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116
0,Minnie Minoso,9,67,0.158,87,35,17,50.5,39.9,45.2,1835,6579,1136,1963,186,1023,205,814,0.298,0.389,0.459,0.848,130
0,Joe Torre HOF,11,63,0.149,96,40,18,57.6,37.2,47.4,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129
0,Bobby Bonds,7,45,0.106,66,36,14,57.9,41.1,49.5,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129
0,Thurman Munson,13,40,0.095,90,29,11,46.1,37,41.6,1423,5344,696,1558,113,701,48,438,0.292,0.346,0.41,0.756,116
0,Vada Pinson,12,38,0.09,95,36,18,54.3,40,47.2,2469,9645,1365,2757,256,1169,305,574,0.286,0.327,0.442,0.769,111
0,Curt Flood,12,36,0.085,59,16,15,41.9,32.8,37.3,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100
0,Rusty Staub,3,32,0.076,59,38,23,45.8,33.3,39.6,2951,9720,1189,2716,292,1466,47,1255,0.279,0.362,0.431,0.793,124
0,George Foster,2,29,0.069,92,27,18,44.2,36.9,40.5,1977,7023,986,1925,348,1239,51,666,0.274,0.338,0.48,0.818,126
0,X-Bill Madlock,1,19,0.045,69,31,15,38.2,28.4,33.3,1806,6594,920,2008,163,860,174,605,0.305,0.365,0.442,0.807,123
