Rk,Name,YoB,Votes,%vote,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,Pos Summary
49,Bobby Adams,1st,1,0.3%,0,13,14,15.7,13.4,14.6,55.8,1281,4019,591,1082,37,303,67,414,0.269,0.34,0.368,0.708,90.0,,,,,,,,,,,,,,*5*4H/39
1,X-Red Ruffing HOF,15th,212,72.6%,130,38,22,68.7,39.9,54.3,61.4,882,1937,207,521,36,273,1,97,0.269,0.306,0.389,0.695,81.0,273.0,225.0,3.8,109.0,1.341,624.0,538.0,18.0,4344.0,4284.0,254.0,1541.0,1987.0,*1H/79
2,Joe Medwick HOF,8th,212,72.6%,200,47,17,54.4,39.2,46.8,53.4,1984,7635,1198,2471,205,1383,42,437,0.324,0.362,0.505,0.867,134.0,,,,,,,,,,,,,,*7H9/38
3,Roy Campanella HOF,3rd,204,69.9%,146,43,18,42.0,35.0,38.5,44.2,1449,5030,786,1422,260,1019,38,609,0.283,0.363,0.496,0.859,125.0,1.0,0.0,5.28,79.0,1.239,2.0,2.0,0.0,15.1,13.0,1.0,6.0,16.0,*2H/97815
4,Lou Boudreau HOF,7th,143,49.0%,89,34,15,63.2,48.9,56.0,55.4,1646,6029,861,1779,68,789,51,796,0.295,0.38,0.415,0.795,120.0,,,,,,,,,,,,,,*65H/342
5,Ralph Kiner HOF,5th,124,42.5%,137,35,10,48.0,42.7,45.3,53.4,1472,5205,971,1451,369,1015,22,1011,0.279,0.398,0.548,0.946,149.0,,,,,,,,,,,,,,*783H
6,Enos Slaughter HOF,2nd,123,42.1%,90,41,19,57.6,37.3,47.5,56.7,2380,7946,1247,2383,169,1304,71,1018,0.3,0.382,0.453,0.834,124.0,,,,,,,,,,,,,,*9*7*H/8
7,X-Al Lopez HOF,10th,114,39.0%,71,24,19,16.4,11.2,13.8,44.2,1950,5916,613,1547,51,652,46,556,0.261,0.326,0.337,0.663,83.0,,,,,,,,,,,,,,*2H/453
8,Marty Marion,6th,90,30.8%,57,17,13,31.9,25.8,28.8,55.4,1572,5506,602,1448,36,624,35,470,0.263,0.323,0.345,0.668,81.0,,,,,,,,,,,,,,*6/H5
9,Pee Wee Reese HOF,3rd,89,30.5%,100,39,16,68.4,42.0,55.2,55.4,2166,8058,1338,2170,126,885,232,1210,0.269,0.366,0.377,0.743,99.0,,,,,,,,,,,,,,*65H
10,Johnny Mize HOF,5th,89,30.5%,175,47,15,70.6,48.4,59.5,53.4,1884,6443,1118,2011,359,1337,28,856,0.312,0.397,0.562,0.959,158.0,,,,,,,,,,,,,,*3H/9
11,Johnny Vander Meer,8th,87,29.8%,33,12,13,25.7,24.9,25.3,61.4,382,685,58,104,1,26,1,41,0.152,0.2,0.18,0.379,6.0,119.0,121.0,3.44,107.0,1.393,346.0,286.0,2.0,2104.2,1799.0,100.0,1132.0,1294.0,*1H
12,Allie Reynolds,6th,77,26.4%,110,33,13,25.3,21.0,23.2,61.4,475,857,56,140,1,79,1,61,0.163,0.223,0.198,0.422,18.0,182.0,107.0,3.3,109.0,1.386,434.0,309.0,48.0,2492.1,2193.0,133.0,1261.0,1423.0,*1H
13,Phil Rizzuto HOF,5th,71,24.3%,87,23,13,42.1,34.7,38.4,55.4,1661,5816,877,1588,38,563,149,651,0.273,0.351,0.355,0.706,93.0,,,,,,,,,,,,,,*6/H4
14,Joe Gordon HOF,9th,66,22.6%,88,31,11,55.6,44.7,50.2,57.0,1566,5707,914,1530,253,975,89,759,0.268,0.357,0.466,0.822,120.0,,,,,,,,,,,,,,*43/H6
15,Bucky Walters,10th,65,22.3%,105,27,19,53.5,43.3,48.4,61.4,715,1966,227,477,23,234,12,114,0.243,0.286,0.344,0.63,69.0,198.0,160.0,3.3,116.0,1.324,428.0,398.0,4.0,3104.2,2990.0,155.0,1121.0,1107.0,*15H/478
16,Hal Newhouser HOF,4th,62,21.2%,140,34,17,62.8,52.7,57.8,61.4,492,999,70,201,2,81,3,89,0.201,0.267,0.233,0.5,36.0,207.0,150.0,3.06,130.0,1.311,488.0,374.0,26.0,2993.0,2674.0,136.0,1249.0,1796.0,*1/H
17,X-Billy Herman HOF,7th,59,20.2%,147,38,15,57.2,37.7,47.5,57.0,1922,7707,1163,2345,47,839,67,737,0.304,0.367,0.407,0.774,112.0,,,,,,,,,,,,,,*45/3H
18,X-Mel Harder,11th,52,17.8%,51,21,20,44.3,38.0,41.1,61.4,584,1203,89,199,4,93,2,39,0.165,0.194,0.215,0.409,7.0,223.0,186.0,3.8,113.0,1.408,582.0,433.0,24.0,3426.1,3706.0,161.0,1118.0,1161.0,*1/H
19,Arky Vaughan HOF,10th,46,15.8%,116,53,14,77.9,53.1,65.5,55.4,1817,6622,1173,2103,96,926,118,937,0.318,0.406,0.453,0.859,136.0,,,,,,,,,,,,,,*65H7/4
20,X-Ernie Lombardi HOF,9th,43,14.7%,133,42,17,37.7,24.0,30.9,44.2,1853,5855,601,1792,190,990,8,430,0.306,0.358,0.46,0.818,126.0,,,,,,,,,,,,,,*2*H
21,George Kell HOF,3rd,40,13.7%,90,29,15,37.7,28.2,33.0,55.8,1795,6702,880,2054,78,870,51,621,0.306,0.367,0.414,0.781,112.0,,,,,,,,,,,,,,*53H/749
22,Al Dark,2nd,38,13.0%,51,26,14,43.9,33.7,38.8,55.4,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98.0,0.0,0.0,18.0,33.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,*6*5H7/4391
23,Bobby Doerr HOF,8th,35,12.0%,96,41,14,51.4,36.9,44.2,57.0,1865,7093,1094,2042,223,1247,54,809,0.288,0.362,0.461,0.823,115.0,,,,,,,,,,,,,,*4/H
24,Bob Lemon HOF,3rd,35,12.0%,118,34,15,48.2,38.8,43.5,61.4,615,1183,148,274,37,147,2,93,0.232,0.288,0.386,0.674,83.0,207.0,128.0,3.23,119.0,1.337,460.0,350.0,22.0,2850.0,2559.0,180.0,1251.0,1277.0,*1H/859
25,Hank Bauer,1st,23,7.9%,27,16,14,27.2,25.7,26.4,56.7,1544,5145,833,1424,164,703,50,521,0.277,0.346,0.439,0.785,113.0,,,,,,,,,,,,,,*97H/82
26,Bobo Newsom,5th,19,6.5%,69,23,20,47.8,36.4,42.1,61.4,609,1337,87,253,1,102,1,17,0.189,0.2,0.217,0.417,10.0,211.0,222.0,3.98,107.0,1.463,600.0,483.0,21.0,3759.1,3769.0,206.0,1732.0,2082.0,*1/H
27,Don Newcombe,2nd,18,6.2%,83,28,12,38.7,34.8,36.7,61.4,471,917,99,246,15,109,2,90,0.268,0.336,0.361,0.697,83.0,153.0,96.0,3.57,114.0,1.207,360.0,305.0,7.0,2251.2,2188.0,255.0,530.0,1187.0,*1H
28,Phil Cavarretta,4th,15,5.1%,42,22,22,36.8,26.3,31.6,53.4,2030,6754,990,1977,95,920,65,820,0.293,0.372,0.416,0.788,118.0,,,,,,,,,,,,,,*3H897
29,Mickey Vernon,2nd,14,4.8%,72,33,20,35.4,25.5,30.5,53.4,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116.0,,,,,,,,,,,,,,*3H/79
30,Bobby Thomson,2nd,10,3.4%,31,21,15,33.7,27.4,30.6,58.1,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110.0,,,,,,,,,,,,,,*8*75H9/43
31,X-Larry Doby HOF,2nd,10,3.4%,81,36,17,56.8,39.4,48.1,58.1,1674,5883,1080,1697,273,1099,64,945,0.288,0.389,0.499,0.888,140.0,,,,,,,,,,,,,,*849H/7635
32,Ted Kluszewski,1st,9,3.1%,77,24,15,31.4,28.5,30.0,53.4,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123.0,,,,,,,,,,,,,,*3H
33,Gil McDougald,2nd,4,1.4%,54,21,10,40.7,32.2,36.5,57.0,1336,4676,697,1291,112,576,45,559,0.276,0.356,0.41,0.766,111.0,,,,,,,,,,,,,,*4*56H
34,Terry Moore,7th,3,1.0%,21,13,11,21.5,19.1,20.3,58.1,1298,4700,719,1318,80,513,82,406,0.28,0.34,0.399,0.739,99.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,*8H/5791
